Lot identifier,Lot name,Bidder number,Amount,Bid type,Status,Placed at,Bidder id
49,N1920049 COMPRESSOR MOBILE ATALAS CPCO XA175DD F4433 (1998),30,"23,500",manual,accepted,2025-02-06 01:10:07PM SAST,2704162
4,C3880035 LOADER FRONT END 1.4M DEZZI D1200T M012956 (2011),52,"155,000",manual,accepted,2025-02-06 01:10:05PM SAST,2704297
16,Q0400092 PRESS HYDRAULIC CCW CW 50 TON C 2921 (2001),24,"4,200",maxbid,outbid,2025-02-06 01:09:58PM SAST,2704143
7,C3820041 LOADER FRONT END 1.4M DEZZI D1200T H0800 (2010),33,"160,000",auto,accepted,2025-02-06 01:09:51PM SAST,2704190
7,C3820041 LOADER FRONT END 1.4M DEZZI D1200T H0800 (2010),33,"170,000",maxbid,outbid,2025-02-06 01:09:51PM SAST,2704190
13, G0670014 Welder Arc Hobart R600S 600AMP B8787 (1982),33,"1,600",auto,accepted,2025-02-06 01:09:47PM SAST,2704190
13, G0670014 Welder Arc Hobart R600S 600AMP B8787 (1982),24,"1,550",manual,outbid,2025-02-06 01:09:47PM SAST,2704143
5,C3880028 LOADER FRONT END 1.4M DEZZI D1200T M012958 (2011),17,"150,000",auto,accepted,2025-02-06 01:09:44PM SAST,1898511
5,C3880028 LOADER FRONT END 1.4M DEZZI D1200T M012958 (2011),52,"147,500",manual,outbid,2025-02-06 01:09:44PM SAST,2704297
16,Q0400092 PRESS HYDRAULIC CCW CW 50 TON C 2921 (2001),24,"2,100",manual,accepted,2025-02-06 01:09:44PM SAST,2704143
6,C3880028 LOADER FRONT END 1.4M DEZZI D1200T M012958 (2011),22,"165,000",manual,accepted,2025-02-06 01:09:40PM SAST,2704140
14,G0410047 Welder Arc Lincoln 40 250 AMP E8633 (1973),24,"3,550",auto,accepted,2025-02-06 01:09:37PM SAST,2704143
14,G0410047 Welder Arc Lincoln 40 250 AMP E8633 (1973),33,"3,500",auto,outbid,2025-02-06 01:09:37PM SAST,2704190
14,G0410047 Welder Arc Lincoln 40 250 AMP E8633 (1973),24,"3,950",maxbid,outbid,2025-02-06 01:09:37PM SAST,2704143
7,C3820041 LOADER FRONT END 1.4M DEZZI D1200T H0800 (2010),34,"157,500",manual,accepted,2025-02-06 01:09:33PM SAST,2704195
6,C3880028 LOADER FRONT END 1.4M DEZZI D1200T M012958 (2011),30,"162,500",manual,accepted,2025-02-06 01:09:27PM SAST,2704162
3,C3880011 LOADER FRONT END 1.4M DEZZI D1200T M012998 (2011),37,"160,000",manual,accepted,2025-02-06 01:09:26PM SAST,2704209
14,G0410047 Welder Arc Lincoln 40 250 AMP E8633 (1973),33,"1,850",auto,accepted,2025-02-06 01:09:23PM SAST,2704190
14,G0410047 Welder Arc Lincoln 40 250 AMP E8633 (1973),24,"1,800",manual,outbid,2025-02-06 01:09:23PM SAST,2704143
61, I2870061 BUS PASSENGER 35-SEAT TATA LPO918 (2012),18,"52,000",manual,accepted,2025-02-06 01:09:18PM SAST,2704134
8,C3880051 LOADER FRONT END 1.4M DEZZI D1200T M012947 (2011),34,"160,000",manual,accepted,2025-02-06 01:09:17PM SAST,2704195
11,F2320010 Pump Multi-Stage Matherplatt 150-200G L3684 (1982),47,"8,100",manual,accepted,2025-02-06 01:09:16PM SAST,2704233
3,C3880011 LOADER FRONT END 1.4M DEZZI D1200T M012998 (2011),52,"157,500",manual,accepted,2025-02-06 01:09:16PM SAST,2704297
60, I2870145 BUS PASSENGER 35-SEAT TATA LPO918 M027412 (2012),18,"52,000",manual,accepted,2025-02-06 01:09:15PM SAST,2704134
11,F2320010 Pump Multi-Stage Matherplatt 150-200G L3684 (1982),7,"8,000",custom,accepted,2025-02-06 01:09:10PM SAST,2703983
62,2870010 BUS PASSENGER 35-SEAT TATA LPO918 F9497 (2011),49,"58,000",manual,accepted,2025-02-06 01:09:09PM SAST,2258764
13, G0670014 Welder Arc Hobart R600S 600AMP B8787 (1982),33,"1,500",auto,accepted,2025-02-06 01:09:08PM SAST,2704190
13, G0670014 Welder Arc Hobart R600S 600AMP B8787 (1982),24,"1,450",manual,outbid,2025-02-06 01:09:08PM SAST,2704143
18,G1040022 WELDER MOBILE 400AMP TS400 PS/EL-BC M087054 (2009),54,"6,800",manual,accepted,2025-02-06 01:09:06PM SAST,2704319
61, I2870061 BUS PASSENGER 35-SEAT TATA LPO918 (2012),49,"51,000",manual,accepted,2025-02-06 01:09:06PM SAST,2258764
11,F2320010 Pump Multi-Stage Matherplatt 150-200G L3684 (1982),47,"7,200",manual,accepted,2025-02-06 01:09:03PM SAST,2704233
60, I2870145 BUS PASSENGER 35-SEAT TATA LPO918 M027412 (2012),49,"51,000",manual,accepted,2025-02-06 01:09:02PM SAST,2258764
30,3110028 TRUCK LDV 4X2 MANHINDRA BOLERO 2.5D M061589 (2014),24,"11,000",auto,accepted,2025-02-06 01:09:01PM SAST,2704143
30,3110028 TRUCK LDV 4X2 MANHINDRA BOLERO 2.5D M061589 (2014),14,"10,750",manual,outbid,2025-02-06 01:09:01PM SAST,2704130
14,G0410047 Welder Arc Lincoln 40 250 AMP E8633 (1973),33,"1,750",auto,accepted,2025-02-06 01:09:01PM SAST,2704190
14,G0410047 Welder Arc Lincoln 40 250 AMP E8633 (1973),24,"1,700",manual,outbid,2025-02-06 01:09:01PM SAST,2704143
11,F2320010 Pump Multi-Stage Matherplatt 150-200G L3684 (1982),43,"7,100",manual,accepted,2025-02-06 01:08:59PM SAST,2704220
14,G0410047 Welder Arc Lincoln 40 250 AMP E8633 (1973),33,"1,650",auto,accepted,2025-02-06 01:08:58PM SAST,2704190
14,G0410047 Welder Arc Lincoln 40 250 AMP E8633 (1973),24,"1,600",manual,outbid,2025-02-06 01:08:58PM SAST,2704143
30,3110028 TRUCK LDV 4X2 MANHINDRA BOLERO 2.5D M061589 (2014),24,"10,500",auto,accepted,2025-02-06 01:08:56PM SAST,2704143
30,3110028 TRUCK LDV 4X2 MANHINDRA BOLERO 2.5D M061589 (2014),14,"10,250",manual,outbid,2025-02-06 01:08:56PM SAST,2704130
11,F2320010 Pump Multi-Stage Matherplatt 150-200G L3684 (1982),47,"7,000",manual,accepted,2025-02-06 01:08:54PM SAST,2704233
13, G0670014 Welder Arc Hobart R600S 600AMP B8787 (1982),33,"1,400",auto,accepted,2025-02-06 01:08:52PM SAST,2704190
13, G0670014 Welder Arc Hobart R600S 600AMP B8787 (1982),24,"1,350",manual,outbid,2025-02-06 01:08:52PM SAST,2704143
4,C3880035 LOADER FRONT END 1.4M DEZZI D1200T M012956 (2011),37,"152,500",manual,accepted,2025-02-06 01:08:50PM SAST,2704209
11,F2320010 Pump Multi-Stage Matherplatt 150-200G L3684 (1982),43,"6,900",manual,accepted,2025-02-06 01:08:48PM SAST,2704220
30,3110028 TRUCK LDV 4X2 MANHINDRA BOLERO 2.5D M061589 (2014),24,"10,000",auto,accepted,2025-02-06 01:08:47PM SAST,2704143
30,3110028 TRUCK LDV 4X2 MANHINDRA BOLERO 2.5D M061589 (2014),14,"9,900",manual,outbid,2025-02-06 01:08:47PM SAST,2704130
7,C3820041 LOADER FRONT END 1.4M DEZZI D1200T H0800 (2010),52,"155,000",manual,accepted,2025-02-06 01:08:46PM SAST,2704297
49,N1920049 COMPRESSOR MOBILE ATALAS CPCO XA175DD F4433 (1998),43,"23,250",manual,accepted,2025-02-06 01:08:42PM SAST,2704220
13, G0670014 Welder Arc Hobart R600S 600AMP B8787 (1982),33,"1,300",auto,accepted,2025-02-06 01:08:42PM SAST,2704190
13, G0670014 Welder Arc Hobart R600S 600AMP B8787 (1982),24,"1,250",manual,outbid,2025-02-06 01:08:42PM SAST,2704143
11,F2320010 Pump Multi-Stage Matherplatt 150-200G L3684 (1982),47,"6,800",manual,accepted,2025-02-06 01:08:40PM SAST,2704233
13, G0670014 Welder Arc Hobart R600S 600AMP B8787 (1982),33,"1,200",auto,accepted,2025-02-06 01:08:36PM SAST,2704190
13, G0670014 Welder Arc Hobart R600S 600AMP B8787 (1982),24,"1,150",manual,outbid,2025-02-06 01:08:36PM SAST,2704143
11,F2320010 Pump Multi-Stage Matherplatt 150-200G L3684 (1982),43,"6,700",manual,accepted,2025-02-06 01:08:29PM SAST,2704220
5,C3880028 LOADER FRONT END 1.4M DEZZI D1200T M012958 (2011),17,"145,000",auto,accepted,2025-02-06 01:08:28PM SAST,1898511
5,C3880028 LOADER FRONT END 1.4M DEZZI D1200T M012958 (2011),52,"142,500",manual,outbid,2025-02-06 01:08:28PM SAST,2704297
10,F3130010 PUMP ELECTRIC K-S-B LCC 100-400 150M F3289 (2002),37,"13,750",manual,accepted,2025-02-06 01:08:27PM SAST,2704209
35,I3370617 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2D M085412 (2016),47,"9,000",manual,accepted,2025-02-06 01:08:24PM SAST,2704233
12,: G0930024 Welder Mobile Mosa TS400-SCEL 400 AMP A95350 (1997),24,"6,300",manual,sold,2025-02-06 01:08:22PM SAST,2704143
48,C3610047 LOADER SKIDSTEER BOBCAT S150 40 M3 F3594 (1964),31,"36,000",manual,accepted,2025-02-06 01:08:22PM SAST,2704166
10,F3130010 PUMP ELECTRIC K-S-B LCC 100-400 150M F3289 (2002),53,"13,500",auto,accepted,2025-02-06 01:08:17PM SAST,2704308
10,F3130010 PUMP ELECTRIC K-S-B LCC 100-400 150M F3289 (2002),37,"13,250",manual,outbid,2025-02-06 01:08:17PM SAST,2704209
54,: N209/0066-ATLAS CORO,30,"14,750",manual,accepted,2025-02-06 01:08:16PM SAST,2704162
49,N1920049 COMPRESSOR MOBILE ATALAS CPCO XA175DD F4433 (1998),30,"23,000",manual,accepted,2025-02-06 01:08:11PM SAST,2704162
6,C3880028 LOADER FRONT END 1.4M DEZZI D1200T M012958 (2011),22,"160,000",manual,accepted,2025-02-06 01:08:08PM SAST,2704140
5,C3880028 LOADER FRONT END 1.4M DEZZI D1200T M012958 (2011),17,"158,500",maxbid,outbid,2025-02-06 01:08:05PM SAST,1898511
6,C3880028 LOADER FRONT END 1.4M DEZZI D1200T M012958 (2011),52,"157,500",manual,accepted,2025-02-06 01:08:04PM SAST,2704297
11,F2320010 Pump Multi-Stage Matherplatt 150-200G L3684 (1982),47,"6,600",manual,accepted,2025-02-06 01:08:02PM SAST,2704233
8,C3880051 LOADER FRONT END 1.4M DEZZI D1200T M012947 (2011),33,"157,500",manual,accepted,2025-02-06 01:07:57PM SAST,2704190
4,C3880035 LOADER FRONT END 1.4M DEZZI D1200T M012956 (2011),17,"150,000",manual,accepted,2025-02-06 01:07:57PM SAST,1898511
58,D1900064 TRUCK TIPPER TOYOTA 13135 4.5 M3 F5639 (1997,25,"91,000",manual,accepted,2025-02-06 01:07:57PM SAST,1899895
4,C3880035 LOADER FRONT END 1.4M DEZZI D1200T M012956 (2011),37,"147,500",manual,accepted,2025-02-06 01:07:54PM SAST,2704209
11,F2320010 Pump Multi-Stage Matherplatt 150-200G L3684 (1982),43,"6,500",manual,accepted,2025-02-06 01:07:53PM SAST,2704220
3,C3880011 LOADER FRONT END 1.4M DEZZI D1200T M012998 (2011),37,"155,000",manual,accepted,2025-02-06 01:07:48PM SAST,2704209
8,C3880051 LOADER FRONT END 1.4M DEZZI D1200T M012947 (2011),17,"155,000",manual,accepted,2025-02-06 01:07:48PM SAST,1898511
11,F2320010 Pump Multi-Stage Matherplatt 150-200G L3684 (1982),47,"6,400",manual,accepted,2025-02-06 01:07:47PM SAST,2704233
8,C3880051 LOADER FRONT END 1.4M DEZZI D1200T M012947 (2011),33,"152,500",manual,accepted,2025-02-06 01:07:43PM SAST,2704190
11,F2320010 Pump Multi-Stage Matherplatt 150-200G L3684 (1982),43,"6,300",manual,accepted,2025-02-06 01:07:42PM SAST,2704220
8,C3880051 LOADER FRONT END 1.4M DEZZI D1200T M012947 (2011),17,"150,000",manual,accepted,2025-02-06 01:07:35PM SAST,1898511
11,F2320010 Pump Multi-Stage Matherplatt 150-200G L3684 (1982),47,"6,200",manual,accepted,2025-02-06 01:07:35PM SAST,2704233
3,C3880011 LOADER FRONT END 1.4M DEZZI D1200T M012998 (2011),52,"152,500",manual,accepted,2025-02-06 01:07:35PM SAST,2704297
10,F3130010 PUMP ELECTRIC K-S-B LCC 100-400 150M F3289 (2002),53,"13,500",maxbid,outbid,2025-02-06 01:07:30PM SAST,2704308
8,C3880051 LOADER FRONT END 1.4M DEZZI D1200T M012947 (2011),37,"147,500",manual,accepted,2025-02-06 01:07:29PM SAST,2704209
7,C3820041 LOADER FRONT END 1.4M DEZZI D1200T H0800 (2010),37,"152,500",manual,accepted,2025-02-06 01:07:27PM SAST,2704209
19,H1070029 ROLLER DOUBLE DRUM BONAG BW75H.75 TON C3283 (2005,49,"5,400",manual,accepted,2025-02-06 01:07:27PM SAST,2258764
4,C3880035 LOADER FRONT END 1.4M DEZZI D1200T M012956 (2011),17,"145,000",manual,accepted,2025-02-06 01:07:21PM SAST,1898511
8,C3880051 LOADER FRONT END 1.4M DEZZI D1200T M012947 (2011),17,"145,000",manual,accepted,2025-02-06 01:07:17PM SAST,1898511
5,C3880028 LOADER FRONT END 1.4M DEZZI D1200T M012958 (2011),17,"140,000",manual,accepted,2025-02-06 01:07:16PM SAST,1898511
10,F3130010 PUMP ELECTRIC K-S-B LCC 100-400 150M F3289 (2002),53,"13,000",manual,accepted,2025-02-06 01:07:12PM SAST,2704308
4,C3880035 LOADER FRONT END 1.4M DEZZI D1200T M012956 (2011),37,"142,500",manual,accepted,2025-02-06 01:07:10PM SAST,2704209
59, I2830051 TRUCK FLAT D/SIDE 5-TON TATA LPT116 F9428 (2010),47,"20,750",manual,accepted,2025-02-06 01:07:08PM SAST,2704233
23,29920018 TRUCK FLAT D/SIDE 7-TON TATA LPT1518TC I3334 KM 77742 (2010),17,"117,500",custom,accepted,2025-02-06 01:07:08PM SAST,1898511
55,D6420052 TRUCK TANKER WATER 8000L TATA LPT 1518C L08292 (2010),17,"142,500",auto,accepted,2025-02-06 01:07:08PM SAST,1898511
55,D6420052 TRUCK TANKER WATER 8000L TATA LPT 1518C L08292 (2010),3,"140,000",custom,outbid,2025-02-06 01:07:08PM SAST,2704023
47,C390013 LOADER SKIDSTEER BOBCAT S150 M012965 (2010),31,"31,500",manual,accepted,2025-02-06 01:07:01PM SAST,2704166
10,F3130010 PUMP ELECTRIC K-S-B LCC 100-400 150M F3289 (2002),49,"12,750",manual,accepted,2025-02-06 01:07:00PM SAST,2258764
5,C3880028 LOADER FRONT END 1.4M DEZZI D1200T M012958 (2011),52,"137,500",manual,accepted,2025-02-06 01:06:55PM SAST,2704297
1,A1220012 EXCAVATOR WHEELED HITACHI ZX 180W B8618 (2003),60,"270,000",manual,sold,2025-02-06 01:06:49PM SAST,2704400
8,C3880051 LOADER FRONT END 1.4M DEZZI D1200T M012947 (2011),52,"142,500",manual,accepted,2025-02-06 01:06:48PM SAST,2704297
34,I3420313 TRUCK LDV 4X2 ISUZU D-MAX 250 WTE4041 (2021),31,"31,500",manual,accepted,2025-02-06 01:06:48PM SAST,2704166
1,A1220012 EXCAVATOR WHEELED HITACHI ZX 180W B8618 (2003),25,"265,000",manual,accepted,2025-02-06 01:06:41PM SAST,1899895
10,F3130010 PUMP ELECTRIC K-S-B LCC 100-400 150M F3289 (2002),53,"12,500",manual,accepted,2025-02-06 01:06:40PM SAST,2704308
6,C3880028 LOADER FRONT END 1.4M DEZZI D1200T M012958 (2011),22,"155,000",manual,accepted,2025-02-06 01:06:38PM SAST,2704140
4,C3880035 LOADER FRONT END 1.4M DEZZI D1200T M012956 (2011),52,"140,000",manual,accepted,2025-02-06 01:06:36PM SAST,2704297
6,C3880028 LOADER FRONT END 1.4M DEZZI D1200T M012958 (2011),30,"152,500",manual,accepted,2025-02-06 01:06:29PM SAST,2704162
59, I2830051 TRUCK FLAT D/SIDE 5-TON TATA LPT116 F9428 (2010),10,"20,500",manual,accepted,2025-02-06 01:06:28PM SAST,2704036
3,C3880011 LOADER FRONT END 1.4M DEZZI D1200T M012998 (2011),37,"150,000",manual,accepted,2025-02-06 01:06:28PM SAST,2704209
1,A1220012 EXCAVATOR WHEELED HITACHI ZX 180W B8618 (2003),60,"260,000",manual,accepted,2025-02-06 01:06:27PM SAST,2704400
5,C3880028 LOADER FRONT END 1.4M DEZZI D1200T M012958 (2011),17,"135,000",manual,accepted,2025-02-06 01:06:24PM SAST,1898511
47,C390013 LOADER SKIDSTEER BOBCAT S150 M012965 (2010),22,"31,000",manual,accepted,2025-02-06 01:06:23PM SAST,2704140
5,C3880028 LOADER FRONT END 1.4M DEZZI D1200T M012958 (2011),37,"132,500",manual,accepted,2025-02-06 01:06:22PM SAST,2704209
3,C3880011 LOADER FRONT END 1.4M DEZZI D1200T M012998 (2011),52,"147,500",manual,accepted,2025-02-06 01:06:20PM SAST,2704297
6,C3880028 LOADER FRONT END 1.4M DEZZI D1200T M012958 (2011),37,"150,000",manual,accepted,2025-02-06 01:06:17PM SAST,2704209
7,C3820041 LOADER FRONT END 1.4M DEZZI D1200T H0800 (2010),33,"150,000",auto,accepted,2025-02-06 01:06:14PM SAST,2704190
7,C3820041 LOADER FRONT END 1.4M DEZZI D1200T H0800 (2010),37,"147,500",manual,outbid,2025-02-06 01:06:14PM SAST,2704209
11,F2320010 Pump Multi-Stage Matherplatt 150-200G L3684 (1982),43,"6,100",manual,accepted,2025-02-06 01:06:13PM SAST,2704220
35,I3370617 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2D M085412 (2016),22,"8,900",manual,accepted,2025-02-06 01:06:09PM SAST,2704140
7,C3820041 LOADER FRONT END 1.4M DEZZI D1200T H0800 (2010),33,"145,000",auto,accepted,2025-02-06 01:06:07PM SAST,2704190
7,C3820041 LOADER FRONT END 1.4M DEZZI D1200T H0800 (2010),37,"142,500",manual,outbid,2025-02-06 01:06:07PM SAST,2704209
10,F3130010 PUMP ELECTRIC K-S-B LCC 100-400 150M F3289 (2002),49,"12,250",manual,accepted,2025-02-06 01:06:06PM SAST,2258764
11,F2320010 Pump Multi-Stage Matherplatt 150-200G L3684 (1982),47,"6,000",manual,accepted,2025-02-06 01:06:05PM SAST,2704233
8,C3880051 LOADER FRONT END 1.4M DEZZI D1200T M012947 (2011),17,"140,000",manual,accepted,2025-02-06 01:06:05PM SAST,1898511
7,C3820041 LOADER FRONT END 1.4M DEZZI D1200T H0800 (2010),33,"140,000",auto,accepted,2025-02-06 01:06:04PM SAST,2704190
9,F3130010 PUMP ELECTRIC K-S-B LCC 100-400 150M F3289 (2002),49,"15,250",manual,sold,2025-02-06 01:06:04PM SAST,2258764
7,C3820041 LOADER FRONT END 1.4M DEZZI D1200T H0800 (2010),33,"150,000",maxbid,outbid,2025-02-06 01:06:04PM SAST,2704190
6,C3880028 LOADER FRONT END 1.4M DEZZI D1200T M012958 (2011),30,"147,500",manual,accepted,2025-02-06 01:06:04PM SAST,2704162
7,C3820041 LOADER FRONT END 1.4M DEZZI D1200T H0800 (2010),37,"137,500",manual,accepted,2025-02-06 01:06:04PM SAST,2704209
8,C3880051 LOADER FRONT END 1.4M DEZZI D1200T M012947 (2011),37,"137,500",manual,accepted,2025-02-06 01:06:02PM SAST,2704209
6,C3880028 LOADER FRONT END 1.4M DEZZI D1200T M012958 (2011),37,"145,000",manual,accepted,2025-02-06 01:05:56PM SAST,2704209
8,C3880051 LOADER FRONT END 1.4M DEZZI D1200T M012947 (2011),17,"135,000",manual,accepted,2025-02-06 01:05:55PM SAST,1898511
11,F2320010 Pump Multi-Stage Matherplatt 150-200G L3684 (1982),43,"5,900",manual,accepted,2025-02-06 01:05:55PM SAST,2704220
8,C3880051 LOADER FRONT END 1.4M DEZZI D1200T M012947 (2011),52,"132,500",manual,accepted,2025-02-06 01:05:53PM SAST,2704297
6,C3880028 LOADER FRONT END 1.4M DEZZI D1200T M012958 (2011),30,"142,500",manual,accepted,2025-02-06 01:05:52PM SAST,2704162
11,F2320010 Pump Multi-Stage Matherplatt 150-200G L3684 (1982),47,"5,800",manual,accepted,2025-02-06 01:05:50PM SAST,2704233
4,C3880035 LOADER FRONT END 1.4M DEZZI D1200T M012956 (2011),37,"137,500",manual,accepted,2025-02-06 01:05:46PM SAST,2704209
4,C3880035 LOADER FRONT END 1.4M DEZZI D1200T M012956 (2011),52,"135,000",manual,accepted,2025-02-06 01:05:43PM SAST,2704297
3,C3880011 LOADER FRONT END 1.4M DEZZI D1200T M012998 (2011),37,"145,000",manual,accepted,2025-02-06 01:05:39PM SAST,2704209
1,A1220012 EXCAVATOR WHEELED HITACHI ZX 180W B8618 (2003),25,"255,000",manual,accepted,2025-02-06 01:05:38PM SAST,1899895
7,C3820041 LOADER FRONT END 1.4M DEZZI D1200T H0800 (2010),34,"135,000",manual,accepted,2025-02-06 01:05:36PM SAST,2704195
6,C3880028 LOADER FRONT END 1.4M DEZZI D1200T M012958 (2011),37,"140,000",manual,accepted,2025-02-06 01:05:35PM SAST,2704209
60, I2870145 BUS PASSENGER 35-SEAT TATA LPO918 M027412 (2012),47,"50,000",manual,accepted,2025-02-06 01:05:33PM SAST,2704233
5,C3880028 LOADER FRONT END 1.4M DEZZI D1200T M012958 (2011),17,"130,000",manual,accepted,2025-02-06 01:05:30PM SAST,1898511
6,C3880028 LOADER FRONT END 1.4M DEZZI D1200T M012958 (2011),22,"137,500",manual,accepted,2025-02-06 01:05:27PM SAST,2704140
5,C3880028 LOADER FRONT END 1.4M DEZZI D1200T M012958 (2011),52,"127,500",manual,accepted,2025-02-06 01:05:27PM SAST,2704297
3,C3880011 LOADER FRONT END 1.4M DEZZI D1200T M012998 (2011),17,"142,500",manual,accepted,2025-02-06 01:05:23PM SAST,1898511
8,C3880051 LOADER FRONT END 1.4M DEZZI D1200T M012947 (2011),17,"130,000",manual,accepted,2025-02-06 01:05:17PM SAST,1898511
56, I283-0027 TATA SIDE/D,47,"35,000",manual,accepted,2025-02-06 01:05:17PM SAST,2704233
1,A1220012 EXCAVATOR WHEELED HITACHI ZX 180W B8618 (2003),60,"250,000",manual,accepted,2025-02-06 01:05:15PM SAST,2704400
7,C3820041 LOADER FRONT END 1.4M DEZZI D1200T H0800 (2010),33,"132,500",manual,accepted,2025-02-06 01:05:10PM SAST,2704190
1,A1220012 EXCAVATOR WHEELED HITACHI ZX 180W B8618 (2003),25,"247,500",manual,accepted,2025-02-06 01:05:10PM SAST,1899895
3,C3880011 LOADER FRONT END 1.4M DEZZI D1200T M012998 (2011),52,"140,000",manual,accepted,2025-02-06 01:05:10PM SAST,2704297
7,C3820041 LOADER FRONT END 1.4M DEZZI D1200T H0800 (2010),37,"130,000",manual,accepted,2025-02-06 01:05:07PM SAST,2704209
8,C3880051 LOADER FRONT END 1.4M DEZZI D1200T M012947 (2011),37,"127,500",manual,accepted,2025-02-06 01:05:06PM SAST,2704209
56, I283-0027 TATA SIDE/D,40,"34,500",auto,accepted,2025-02-06 01:05:04PM SAST,2704214
56, I283-0027 TATA SIDE/D,47,"34,000",manual,outbid,2025-02-06 01:05:04PM SAST,2704233
1,A1220012 EXCAVATOR WHEELED HITACHI ZX 180W B8618 (2003),60,"245,000",manual,accepted,2025-02-06 01:05:02PM SAST,2704400
6,C3880028 LOADER FRONT END 1.4M DEZZI D1200T M012958 (2011),30,"135,000",manual,accepted,2025-02-06 01:05:01PM SAST,2704162
49,N1920049 COMPRESSOR MOBILE ATALAS CPCO XA175DD F4433 (1998),43,"22,750",manual,accepted,2025-02-06 01:04:55PM SAST,2704220
1,A1220012 EXCAVATOR WHEELED HITACHI ZX 180W B8618 (2003),25,"242,500",manual,accepted,2025-02-06 01:04:55PM SAST,1899895
7,C3820041 LOADER FRONT END 1.4M DEZZI D1200T H0800 (2010),34,"127,500",manual,accepted,2025-02-06 01:04:53PM SAST,2704195
3,C3880011 LOADER FRONT END 1.4M DEZZI D1200T M012998 (2011),17,"137,500",manual,accepted,2025-02-06 01:04:51PM SAST,1898511
8,C3880051 LOADER FRONT END 1.4M DEZZI D1200T M012947 (2011),17,"125,000",manual,accepted,2025-02-06 01:04:51PM SAST,1898511
1,A1220012 EXCAVATOR WHEELED HITACHI ZX 180W B8618 (2003),60,"240,000",manual,accepted,2025-02-06 01:04:50PM SAST,2704400
5,C3880028 LOADER FRONT END 1.4M DEZZI D1200T M012958 (2011),17,"125,000",manual,accepted,2025-02-06 01:04:49PM SAST,1898511
8,C3880051 LOADER FRONT END 1.4M DEZZI D1200T M012947 (2011),34,"122,500",manual,accepted,2025-02-06 01:04:46PM SAST,2704195
7,C3820041 LOADER FRONT END 1.4M DEZZI D1200T H0800 (2010),52,"125,000",manual,accepted,2025-02-06 01:04:46PM SAST,2704297
6,C3880028 LOADER FRONT END 1.4M DEZZI D1200T M012958 (2011),22,"132,500",manual,accepted,2025-02-06 01:04:45PM SAST,2704140
5,C3880028 LOADER FRONT END 1.4M DEZZI D1200T M012958 (2011),52,"122,500",manual,accepted,2025-02-06 01:04:44PM SAST,2704297
4,C3880035 LOADER FRONT END 1.4M DEZZI D1200T M012956 (2011),17,"132,500",manual,accepted,2025-02-06 01:04:43PM SAST,1898511
10,F3130010 PUMP ELECTRIC K-S-B LCC 100-400 150M F3289 (2002),37,"12,000",manual,accepted,2025-02-06 01:04:43PM SAST,2704209
6,C3880028 LOADER FRONT END 1.4M DEZZI D1200T M012958 (2011),30,"130,000",auto,accepted,2025-02-06 01:04:42PM SAST,2704162
6,C3880028 LOADER FRONT END 1.4M DEZZI D1200T M012958 (2011),22,"127,500",manual,outbid,2025-02-06 01:04:42PM SAST,2704140
1,A1220012 EXCAVATOR WHEELED HITACHI ZX 180W B8618 (2003),25,"237,500",manual,accepted,2025-02-06 01:04:42PM SAST,1899895
8,C3880051 LOADER FRONT END 1.4M DEZZI D1200T M012947 (2011),17,"120,000",manual,accepted,2025-02-06 01:04:41PM SAST,1898511
6,C3880028 LOADER FRONT END 1.4M DEZZI D1200T M012958 (2011),30,"125,000",auto,accepted,2025-02-06 01:04:39PM SAST,2704162
6,C3880028 LOADER FRONT END 1.4M DEZZI D1200T M012958 (2011),22,"122,500",manual,outbid,2025-02-06 01:04:39PM SAST,2704140
4,C3880035 LOADER FRONT END 1.4M DEZZI D1200T M012956 (2011),52,"130,000",manual,accepted,2025-02-06 01:04:38PM SAST,2704297
6,C3880028 LOADER FRONT END 1.4M DEZZI D1200T M012958 (2011),30,"120,000",auto,accepted,2025-02-06 01:04:37PM SAST,2704162
6,C3880028 LOADER FRONT END 1.4M DEZZI D1200T M012958 (2011),22,"117,500",manual,outbid,2025-02-06 01:04:37PM SAST,2704140
8,C3880051 LOADER FRONT END 1.4M DEZZI D1200T M012947 (2011),34,"117,500",manual,accepted,2025-02-06 01:04:36PM SAST,2704195
1,A1220012 EXCAVATOR WHEELED HITACHI ZX 180W B8618 (2003),60,"235,000",manual,accepted,2025-02-06 01:04:36PM SAST,2704400
6,C3880028 LOADER FRONT END 1.4M DEZZI D1200T M012958 (2011),30,"115,000",auto,accepted,2025-02-06 01:04:34PM SAST,2704162
6,C3880028 LOADER FRONT END 1.4M DEZZI D1200T M012958 (2011),22,"112,500",manual,outbid,2025-02-06 01:04:34PM SAST,2704140
3,C3880011 LOADER FRONT END 1.4M DEZZI D1200T M012998 (2011),37,"135,000",manual,accepted,2025-02-06 01:04:33PM SAST,2704209
11,F2320010 Pump Multi-Stage Matherplatt 150-200G L3684 (1982),43,"5,700",manual,accepted,2025-02-06 01:04:33PM SAST,2704220
7,C3820041 LOADER FRONT END 1.4M DEZZI D1200T H0800 (2010),34,"122,500",manual,accepted,2025-02-06 01:04:31PM SAST,2704195
11,F2320010 Pump Multi-Stage Matherplatt 150-200G L3684 (1982),47,"5,600",manual,accepted,2025-02-06 01:04:28PM SAST,2704233
